Date,CustomerID,ProductID,Quantity,UnitPrice,Cost,Region,Category,Revenue,Profit,Year,Month,YearMonth
2024-01-23,1018,32,3,476.27794539039553,744.4919467408547,South,Clothing,1428.8338361711867,684.341889430332,2024,1,2024-01
2023-03-30,1008,15,1,204.03827817238385,100.42439160675237,North,Clothing,204.03827817238385,103.61388656563149,2023,3,2023-03
2023-11-12,1026,37,8,248.15829825196354,1966.3305495896982,South,Clothing,1985.2663860157083,18.935836426010155,2023,11,2023-11
2023-01-14,1033,13,6,368.20427627497145,619.8842423117741,South,Electronics,2209.2256576498285,1589.3414153380545,2023,1,2023-01
2023-08-30,1043,5,2,314.45107316296713,77.9213203215008,South,Clothing,628.9021463259343,550.9808260044334,2023,8,2023-08
2023-09-22,1067,11,8,193.07269836807026,1356.7518035953065,West,Electronics,1544.581586944562,187.82978334925565,2023,9,2023-09
2023-12-12,1099,10,6,299.22391214052055,498.6320232855154,North,Clothing,1795.3434728431234,1296.711449557608,2023,12,2023-12
2023-02-22,1081,13,7,378.8180979632988,1642.3294936423702,West,Electronics,2651.7266857430914,1009.3971921007212,2023,2,2023-02
2024-01-21,1014,41,1,69.05072565612144,203.12390097268,South,Electronics,69.05072565612144,-134.07317531655855,2024,1,2024-01
2023-12-06,1050,46,7,55.039687365066854,1955.6090424782647,East,Furniture,385.27781155546796,-1570.3312309227967,2023,12,2023-12
2023-04-02,1012,15,3,256.1301225828011,724.2205693852461,South,Furniture,768.3903677484034,44.16979836315727,2023,4,2023-04
2024-01-02,1082,42,8,109.32647801158139,630.47606245597,North,Food,874.6118240926511,244.13576163668108,2024,1,2024-01
2023-09-21,1048,7,6,348.9549311591215,1476.25634339697,East,Furniture,2093.729586954729,617.4732435577589,2023,9,2023-09
2023-02-04,1069,40,4,146.32360530234538,813.0760083991452,North,Electronics,585.2944212093815,-227.78158718976363,2023,2,2023-02
2023-07-25,1055,28,8,244.78299805805193,1684.9355462029498,South,Furniture,1958.2639844644154,273.32843826146564,2023,7,2023-07
2023-03-22,1075,32,9,138.95192159342102,2292.3988129074614,North,Furniture,1250.5672943407892,-1041.8315185666722,2023,3,2023-03
2023-02-19,1050,35,2,296.817613587106,369.86499736202774,West,Furniture,593.635227174212,223.77022981218425,2023,2,2023-02
2023-12-26,1036,15,6,102.22405672305601,934.925693251881,East,Electronics,613.344340338336,-321.58135291354495,2023,12,2023-12
2024-01-23,1016,48,5,60.39808375436612,1009.4653977342828,North,Electronics,301.9904187718306,-707.4749789624522,2024,1,2024-01
2023-01-02,1057,36,5,73.00923714801374,552.2425290937848,East,Food,365.0461857400687,-187.1963433537161,2023,1,2023-01
2024-01-25,1086,21,3,479.4162986818895,237.90367618055046,East,Furniture,1438.2488960456685,1200.345219865118,2024,1,2024-01
2023-02-23,1089,6,8,114.02879837492112,1571.8297302338922,South,Furniture,912.230386999369,-659.5993432345232,2023,2,2023-02
2023-04-16,1028,1,8,368.8152139115758,745.1124772246318,South,Electronics,2950.5217112926066,2205.409234067975,2023,4,2023-04
2023-09-17,1032,4,5,80.56679190027181,257.8853976179191,East,Food,402.83395950135906,144.94856188343994,2023,9,2023-09
2023-11-06,1059,11,8,98.67215850583197,241.19703870414844,North,Food,789.3772680466558,548.1802293425073,2023,11,2023-11
2023-07-10,1090,44,8,278.9943131342006,1553.969907024145,East,Electronics,2231.9545050736047,677.9845980494597,2023,7,2023-07
2023-08-06,1088,26,3,259.19191856945463,383.34051461899185,South,Furniture,777.5757557083639,394.23524108937204,2023,8,2023-08
2023-02-13,1054,37,2,478.21113924794133,466.24792416366626,North,Food,956.4222784958827,490.1743543322164,2023,2,2023-02
2023-06-11,1009,23,9,475.1759538593318,1181.678647900839,East,Food,4276.583584733986,3094.904936833147,2023,6,2023-06
2023-07-21,1046,29,2,400.8238891441093,322.4418620486424,South,Furniture,801.6477782882185,479.20591623957614,2023,7,2023-07
2023-09-27,1022,21,9,320.9458235573074,1259.2164839413854,East,Food,2888.5124120157666,1629.2959280743812,2023,9,2023-09
2023-12-17,1084,48,4,254.73214282685495,822.6207743980938,East,Furniture,1018.9285713074198,196.30779690932604,2023,12,2023-12
2023-10-31,1020,45,2,210.28034044778948,252.31514748808283,East,Food,420.56068089557897,168.24553340749614,2023,10,2023-10
2023-09-28,1012,45,1,476.18939613899994,290.2172654844234,North,Food,476.18939613899994,185.97213065457652,2023,9,2023-09
2023-08-03,1032,49,4,321.3089651411085,1131.0387455264126,South,Electronics,1285.235860564434,154.19711503802137,2023,8,2023-08
2023-09-09,1023,27,9,310.5826374586975,2330.7078034571937,South,Food,2795.2437371282776,464.53593367108397,2023,9,2023-09
2023-07-09,1010,39,9,154.3555047960117,2506.3296574917777,West,Furniture,1389.1995431641053,-1117.1301143276723,2023,7,2023-07
2023-10-23,1016,40,4,71.01401804830088,605.0708635361423,East,Food,284.05607219320353,-321.01479134293874,2023,10,2023-10
2023-08-01,1067,13,9,475.33486089179496,1573.5258641984658,East,Electronics,4278.013748026155,2704.487883827689,2023,8,2023-08
2023-07-27,1046,23,6,191.18086648009427,1382.189999944356,West,Food,1147.0851988805657,-235.10480106379032,2023,7,2023-07
2023-08-25,1024,16,1,249.16506049600642,217.9593997334061,East,Clothing,249.16506049600642,31.20566076260033,2023,8,2023-08
2023-12-04,1093,30,6,101.58797461356808,1622.8993248808624,North,Furniture,609.5278476814085,-1013.3714771994539,2023,12,2023-12
2024-01-02,1072,4,9,426.6159484591814,2010.6843962337696,West,Clothing,3839.5435361326327,1828.859139898863,2024,1,2024-01
2023-02-22,1020,40,2,62.43432478516878,598.8577424433687,South,Electronics,124.86864957033757,-473.98909287303115,2023,2,2023-02
2023-10-07,1083,16,6,425.2958429445934,744.5793957271775,East,Clothing,2551.7750576675603,1807.1956619403827,2023,10,2023-10
2023-08-05,1082,31,2,113.12825575458506,509.81878080928567,South,Food,226.2565115091701,-283.56226930011553,2023,8,2023-08
2023-09-09,1082,42,4,448.95385068401845,873.4456086592774,East,Furniture,1795.8154027360738,922.3697940767964,2023,9,2023-09
2023-07-07,1011,25,8,378.3976868012708,1733.39472166444,West,Clothing,3027.1814944101666,1293.7867727457265,2023,7,2023-07
2024-01-15,1036,44,7,124.1016181282873,825.8292742570479,South,Food,868.7113268980111,42.88205264096314,2024,1,2024-01
2023-02-10,1041,12,9,304.61809678676065,2179.012355587945,East,Clothing,2741.562871080846,562.550515492901,2023,2,2023-02
2023-06-06,1016,26,7,190.69534145984875,1911.7106822369624,North,Food,1334.8673902189412,-576.8432920180212,2023,6,2023-06
2023-01-15,1047,37,1,130.20489451021257,89.008084610552,West,Food,130.20489451021257,41.196809899660565,2023,1,2023-01
2023-10-28,1027,48,2,436.6319897349988,397.7682920430202,East,Clothing,873.2639794699976,475.4956874269774,2023,10,2023-10
2023-03-06,1040,33,6,231.58524492825322,815.2584231464957,East,Electronics,1389.5114695695192,574.2530464230235,2023,3,2023-03
2023-12-11,1098,28,7,229.34467146442213,2080.245945467318,East,Furniture,1605.412700250955,-474.83324521636314,2023,12,2023-12
2023-11-23,1046,9,3,126.44900366297901,477.8545808236621,West,Electronics,379.34701098893703,-98.50756983472507,2023,11,2023-11
2023-01-09,1017,12,9,222.3795542386004,824.8180223265708,East,Clothing,2001.4159881474036,1176.5979658208328,2023,1,2023-01
2023-12-10,1077,5,7,442.22758084798255,931.7109116692635,East,Food,3095.593065935878,2163.882154266614,2023,12,2023-12
2023-05-09,1098,28,6,213.40791972033617,1239.2181915029344,South,Clothing,1280.447518322017,41.229326819082644,2023,5,2023-05
2023-05-16,1070,35,6,478.2216031249046,303.2647815863136,South,Food,2869.329618749428,2566.064837163114,2023,5,2023-05
2023-03-04,1012,5,1,475.83900464377433,192.97251845973415,West,Food,475.83900464377433,282.8664861840402,2023,3,2023-03
2023-05-19,1081,34,5,115.2043966883057,1407.1534248915123,West,Electronics,576.0219834415285,-831.1314414499838,2023,5,2023-05
2023-03-22,1012,46,3,129.79006408519018,778.7938580028588,North,Electronics,389.37019225557054,-389.4236657472882,2023,3,2023-03
2024-01-27,1099,34,7,438.2033316493501,337.9029842835886,East,Clothing,3067.4233215454506,2729.520337261862,2024,1,2024-01
2023-06-12,1030,13,3,226.74241351612363,894.6458017786451,South,Furniture,680.2272405483709,-214.41856123027424,2023,6,2023-06
2023-10-16,1001,39,5,51.9682920273542,1093.2813470002368,South,Electronics,259.841460136771,-833.4398868634657,2023,10,2023-10
2024-01-14,1015,42,7,173.24231886741694,516.7107579535048,East,Food,1212.6962320719185,695.9854741184138,2024,1,2024-01
2023-09-18,1008,45,3,318.933046938002,100.05703222723302,East,Clothing,956.799140814006,856.742108586773,2023,9,2023-09
2023-08-19,1072,48,2,409.6696846819856,152.49262359776174,West,Clothing,819.3393693639712,666.8467457662094,2023,8,2023-08
2023-02-10,1037,14,6,110.0248776919668,1537.8449915108963,North,Furniture,660.1492661518007,-877.6957253590956,2023,2,2023-02
2023-01-28,1074,11,8,99.7436139875309,286.7409418815537,North,Clothing,797.9489119002473,511.2079700186936,2023,1,2023-01
2023-05-15,1053,42,4,464.9416941075492,371.7990879075335,West,Electronics,1859.7667764301968,1487.9676885226634,2023,5,2023-05
2023-07-20,1055,38,9,388.0167655201622,2110.252596663747,West,Food,3492.15088968146,1381.8982930177126,2023,7,2023-07
2023-11-24,1085,4,8,315.4008203501353,1505.9987575399718,South,Clothing,2523.2065628010823,1017.2078052611105,2023,11,2023-11
2023-09-25,1096,33,7,396.13405549816764,1689.3704925807626,West,Clothing,2772.9383884871736,1083.567895906411,2023,9,2023-09
2023-02-02,1099,7,7,242.9844625879873,1620.2244522326291,North,Food,1700.8912381159112,80.66678588328205,2023,2,2023-02
2023-02-17,1086,41,3,391.30508628910695,130.98712356866184,South,Clothing,1173.915258867321,1042.928135298659,2023,2,2023-02
2023-03-03,1044,8,6,217.3113460735411,1625.8684989325254,North,Clothing,1303.8680764412466,-322.00042249127887,2023,3,2023-03
2023-08-04,1033,37,5,159.84255762167106,456.49297628106274,East,Furniture,799.2127881083553,342.7198118272926,2023,8,2023-08
2023-10-20,1008,10,1,378.0560395818359,179.4159588620362,North,Electronics,378.0560395818359,198.64008071979967,2023,10,2023-10
2023-04-09,1087,43,3,238.85253147077074,611.8734067875008,South,Clothing,716.5575944123123,104.68418762481144,2023,4,2023-04
2023-06-21,1007,15,1,491.61969694678766,75.52961693897575,North,Electronics,491.61969694678766,416.09008000781193,2023,6,2023-06
2023-12-26,1006,38,4,207.26833203864544,1174.3297572370525,South,Furniture,829.0733281545818,-345.25642908247073,2023,12,2023-12
2023-08-02,1035,15,3,464.77733923897966,485.4063244307203,South,Electronics,1394.332017716939,908.9256932862186,2023,8,2023-08
2023-02-04,1017,5,4,469.83314685518576,182.2541112451849,West,Furniture,1879.332587420743,1697.078476175558,2023,2,2023-02
2023-08-15,1002,29,9,158.83382617913577,2547.5467688101517,North,Electronics,1429.5044356122219,-1118.0423331979298,2023,8,2023-08
2023-04-11,1027,19,3,409.199531714606,564.8769529865472,West,Electronics,1227.5985951438179,662.7216421572707,2023,4,2023-04
2023-05-11,1069,10,6,244.88352731505432,1312.6929807298297,West,Clothing,1469.3011638903258,156.60818316049608,2023,5,2023-05
2023-09-14,1043,12,6,462.88612725365664,1030.784779693443,North,Electronics,2777.3167635219397,1746.5319838284968,2023,9,2023-09
2023-01-05,1020,4,7,252.55592268585747,1787.6547345284687,South,Clothing,1767.8914588010023,-19.763275727466407,2023,1,2023-01
2023-08-06,1027,31,9,384.9366728018147,350.51431312950245,East,Clothing,3464.4300552163327,3113.91574208683,2023,8,2023-08
2023-09-12,1053,18,7,260.135334123709,717.2351103738092,North,Electronics,1820.947338865963,1103.7122284921538,2023,9,2023-09
2023-12-25,1053,16,1,152.51034007078528,156.8050562287269,West,Clothing,152.51034007078528,-4.294716157941622,2023,12,2023-12
2023-10-10,1064,40,8,139.70755802510882,405.4638112376137,West,Electronics,1117.6604642008706,712.1966529632568,2023,10,2023-10
2024-01-28,1099,36,5,241.4440374153555,1102.9740035909886,South,Food,1207.2201870767774,104.24618348578883,2024,1,2024-01
2023-07-26,1020,25,9,389.9725956563967,1226.602096155207,West,Clothing,3509.7533609075704,2283.151264752363,2023,7,2023-07
2023-01-15,1098,23,5,322.2821683313451,518.1017868619945,East,Food,1611.4108416567253,1093.3090547947309,2023,1,2023-01
2023-12-12,1012,12,5,359.8831804552445,154.56144319135657,West,Food,1799.4159022762224,1644.8544590848658,2023,12,2023-12
2023-02-11,1056,34,2,177.04685782937412,448.708368344975,South,Clothing,354.09371565874824,-94.61465268622675,2023,2,2023-02
2024-01-15,1048,36,3,266.64590568092245,765.385540187018,North,Furniture,799.9377170427674,34.552176855749394,2024,1,2024-01
2023-06-28,1053,37,9,69.97786923619715,1229.9485017060413,South,Furniture,629.8008231257744,-600.1476785802669,2023,6,2023-06
2023-03-04,1009,3,7,417.8895871811543,1276.371976593061,West,Food,2925.22711026808,1648.8551336750193,2023,3,2023-03
2023-12-18,1052,9,1,495.4514730079436,91.47538900099157,South,Food,495.4514730079436,403.976084006952,2023,12,2023-12
2023-08-19,1043,18,3,233.0955781811019,593.9800934869079,West,Electronics,699.2867345433057,105.30664105639778,2023,8,2023-08
2023-08-29,1046,43,2,54.93364390919451,66.55422749020828,South,Food,109.86728781838902,43.31306032818074,2023,8,2023-08
2023-02-21,1052,35,1,126.40668779792631,161.93385221666477,North,Clothing,126.40668779792631,-35.527164418738465,2023,2,2023-02
2023-04-06,1073,34,9,343.6370949876885,1835.419320872882,West,Furniture,3092.7338548891967,1257.3145340163146,2023,4,2023-04
2024-01-23,1045,41,8,325.4356931917366,2223.2942301762255,East,Furniture,2603.485545533893,380.19131535766746,2024,1,2024-01
2023-08-10,1012,14,5,404.53912381349477,664.8033531150837,East,Furniture,2022.695619067474,1357.89226595239,2023,8,2023-08
2023-08-19,1036,4,2,164.24780493248068,473.2027096097561,East,Clothing,328.49560986496135,-144.70709974479473,2023,8,2023-08
2023-08-25,1023,29,1,393.6343619962103,191.3754980847452,East,Electronics,393.6343619962103,202.2588639114651,2023,8,2023-08
2023-05-23,1001,41,7,359.5928096856514,1962.0528934284025,West,Clothing,2517.1496677995597,555.0967743711572,2023,5,2023-05
2023-06-20,1085,45,2,195.26652397122947,275.1239448560925,West,Clothing,390.53304794245895,115.40910308636643,2023,6,2023-06
2023-01-29,1080,15,1,295.4696666256329,116.15574176570676,North,Furniture,295.4696666256329,179.31392485992615,2023,1,2023-01
2023-02-05,1099,28,2,116.27321382424702,539.0566792948376,South,Clothing,232.54642764849405,-306.5102516463436,2023,2,2023-02
2023-01-13,1013,42,7,253.65402654601218,303.0719186616665,West,Food,1775.5781858220853,1472.5062671604187,2023,1,2023-01
2023-06-09,1009,16,7,446.5388028000384,467.7683926446491,East,Clothing,3125.771619600269,2658.0032269556195,2023,6,2023-06
2023-11-23,1034,12,6,239.53612092142586,313.495184026152,West,Furniture,1437.2167255285551,1123.7215415024032,2023,11,2023-11
2023-07-06,1024,5,5,427.8050179139399,1288.1984413781436,East,Furniture,2139.0250895696995,850.8266481915559,2023,7,2023-07
2023-08-31,1002,34,3,315.6140143668625,98.59201292995871,North,Clothing,946.8420431005875,848.2500301706287,2023,8,2023-08
2023-03-27,1016,42,3,136.34452089606054,787.9422959526091,South,Food,409.03356268818163,-378.9087332644275,2023,3,2023-03
2023-10-11,1011,1,9,311.4978101140534,1366.5807427521784,West,Food,2803.4802910264802,1436.8995482743019,2023,10,2023-10
2023-03-07,1053,39,4,277.6924981206786,124.3473011622884,South,Furniture,1110.7699924827143,986.4226913204259,2023,3,2023-03
2023-06-19,1023,32,9,229.3886008383728,1245.9977806252618,East,Food,2064.497407545355,818.4996269200933,2023,6,2023-06
2023-02-14,1028,26,4,103.83369778223165,321.7449083286384,East,Food,415.3347911289266,93.5898828002882,2023,2,2023-02
2023-03-03,1042,17,2,237.51889873125342,397.176263234968,South,Electronics,475.03779746250683,77.86153422753881,2023,3,2023-03
2023-05-14,1024,48,4,82.7430693078322,853.7074931153783,North,Electronics,330.9722772313288,-522.7352158840495,2023,5,2023-05
2023-10-11,1099,27,6,94.44607312943806,969.7946640560998,South,Food,566.6764387766284,-403.1182252794714,2023,10,2023-10
2023-01-28,1059,24,6,237.1624398197222,245.64163121226537,South,Food,1422.9746389183333,1177.333007706068,2023,1,2023-01
2023-04-18,1089,35,5,187.42166688580866,1035.7738858957225,West,Electronics,937.1083344290433,-98.66555146667918,2023,4,2023-04
2023-02-13,1064,46,1,466.49494663800056,257.3504715734907,West,Electronics,466.49494663800056,209.14447506450983,2023,2,2023-02
2023-12-06,1083,42,3,219.06761242112174,673.4626646343852,East,Electronics,657.2028372633652,-16.259827371020037,2023,12,2023-12
2023-10-13,1027,39,5,391.0361549324451,1270.44319058968,West,Furniture,1955.1807746622253,684.7375840725454,2023,10,2023-10
2023-11-27,1015,26,6,288.6113868648092,504.8254281524377,North,Furniture,1731.6683211888553,1226.8428930364175,2023,11,2023-11
2023-05-08,1046,49,1,366.83855088905096,269.99974370725033,North,Electronics,366.83855088905096,96.83880718180063,2023,5,2023-05
2023-12-14,1080,38,9,167.05219235692962,1052.9300850745494,North,Electronics,1503.4697312123667,450.5396461378173,2023,12,2023-12
2023-08-19,1091,23,3,473.8572377772481,100.85789954411274,East,Electronics,1421.5717133317444,1320.7138137876316,2023,8,2023-08
2023-07-09,1057,22,3,288.53982361149076,773.1472335265472,North,Furniture,865.6194708344723,92.47223730792507,2023,7,2023-07
2023-08-13,1075,4,2,424.0958320783623,568.5834852409524,North,Furniture,848.1916641567246,279.6081789157722,2023,8,2023-08
2024-01-20,1026,49,8,214.27056206425107,1656.0057064214734,West,Food,1714.1644965140085,58.15879009253513,2024,1,2024-01
2024-01-12,1052,9,3,95.09510707273604,277.463670675374,East,Clothing,285.28532121820814,7.821650542834163,2024,1,2024-01
2023-10-10,1041,4,6,353.17024147438195,587.8260321376993,South,Food,2119.0214488462916,1531.1954167085923,2023,10,2023-10
2023-05-01,1058,7,2,53.491841751841015,311.96015165523454,North,Clothing,106.98368350368203,-204.97646815155252,2023,5,2023-05
2023-04-26,1046,23,7,263.8818394544787,1906.900740446683,West,Clothing,1847.172876181351,-59.727864265331846,2023,4,2023-04
2023-08-21,1093,2,4,136.76085619990667,281.5654686393631,South,Clothing,547.0434247996267,265.4779561602636,2023,8,2023-08
2023-09-16,1033,49,9,332.318976995913,2277.1160170878734,North,Food,2990.870792963217,713.7547758753435,2023,9,2023-09
2023-12-25,1036,24,9,490.73894291203345,977.8658251535153,South,Furniture,4416.650486208301,3438.784661054786,2023,12,2023-12
2023-07-17,1005,40,7,258.98130784429065,1738.227860220995,South,Furniture,1812.8691549100345,74.64129468903957,2023,7,2023-07
2023-05-17,1006,31,8,417.87421543655,2227.7857868193237,East,Furniture,3342.9937234924,1115.2079366730763,2023,5,2023-05
2023-11-14,1095,47,3,278.5028841280045,436.2700363153994,East,Furniture,835.5086523840134,399.238616068614,2023,11,2023-11
2023-06-14,1095,31,5,273.12801399681086,642.8183830424666,North,Food,1365.6400699840542,722.8216869415876,2023,6,2023-06
2023-08-13,1024,47,2,468.69057193045,493.19951224450296,North,Electronics,937.3811438609,444.18163161639706,2023,8,2023-08
2023-11-03,1032,40,7,450.48464093600666,1210.7226476970545,East,Clothing,3153.3924865520466,1942.6698388549921,2023,11,2023-11
2023-08-22,1054,48,8,403.6102093345885,1718.4099446805058,North,Furniture,3228.881674676708,1510.4717299962022,2023,8,2023-08
2023-06-21,1057,43,9,183.31508899255286,1783.4750458156661,North,Furniture,1649.8358009329756,-133.6392448826905,2023,6,2023-06
2023-06-01,1006,34,7,295.25378707577323,498.959918268665,East,Food,2066.7765095304126,1567.8165912617476,2023,6,2023-06
2023-11-11,1056,24,8,150.75375498755824,2064.7471782254534,South,Clothing,1206.030039900466,-858.7171383249874,2023,11,2023-11
2024-01-09,1011,49,9,249.7625141209429,745.733520733921,North,Furniture,2247.862627088486,1502.129106354565,2024,1,2024-01
2023-06-09,1015,26,6,267.8958795919058,1690.297073394665,West,Electronics,1607.3752775514347,-82.92179584323026,2023,6,2023-06
2023-04-06,1079,16,2,424.2380180761989,195.30849736795983,East,Furniture,848.4760361523978,653.167538784438,2023,4,2023-04
2023-08-21,1042,47,2,453.2127643962469,456.2957255678206,North,Clothing,906.4255287924938,450.12980322467314,2023,8,2023-08
2023-06-29,1099,13,4,236.57902807841504,427.4278249730794,North,Electronics,946.3161123136601,518.8882873405807,2023,6,2023-06
2023-04-23,1076,15,9,57.96700028295675,1042.2185428660791,East,Food,521.7030025466107,-520.5155403194684,2023,4,2023-04
2023-11-14,1006,27,7,437.79822790520956,795.903501758557,West,Electronics,3064.587595336467,2268.68409357791,2023,11,2023-11
2023-02-21,1099,4,2,128.4254053256123,463.861817174085,West,Clothing,256.8508106512246,-207.01100652286038,2023,2,2023-02
2023-09-25,1050,16,8,329.8468837506771,1442.720654813889,East,Clothing,2638.7750700054166,1196.0544151915276,2023,9,2023-09
2023-10-22,1072,30,7,61.236905195359036,1878.7801415517697,West,Electronics,428.65833636751324,-1450.1218051842566,2023,10,2023-10
2024-01-21,1031,44,9,229.77791386725391,1016.9157076658289,North,Furniture,2068.0012248052853,1051.0855171394564,2024,1,2024-01
